path,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,lentes_claros,lentes_oscuros,iluminacion_indadecuada,cara_cubierta,head pose,sombrero
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5974_0_0.jpg,160.0,144.0,248.0,146.0,221.0,199.0,171.0,239.0,248.0,240.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5972_0_0.jpg,152.0,143.0,259.0,152.0,203.0,213.0,156.0,218.0,241.0,225.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5963_0_0.jpg,150.0,142.0,246.0,145.0,175.0,218.0,154.0,237.0,260.0,247.0,0,0,0,0,1.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5960_0_0.jpg,166.0,147.0,252.0,165.0,195.0,204.0,164.0,239.0,225.0,252.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5955_0_0.jpg,159.0,163.0,245.0,168.0,189.0,214.0,154.0,243.0,244.0,247.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5952_0_0.jpg,157.0,149.0,257.0,153.0,183.0,208.0,149.0,264.0,237.0,270.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\6114_0_0.jpg,161.0,136.0,256.0,141.0,210.0,185.0,167.0,243.0,236.0,248.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\6044_0_0.jpg,171.0,154.0,263.0,160.0,221.0,208.0,173.0,259.0,258.0,266.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\6019_1_0.jpg,152.0,143.0,247.0,156.0,203.0,213.0,131.0,236.0,243.0,248.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\6016_0_0.jpg,160.0,151.0,247.0,155.0,199.0,213.0,156.0,243.0,243.0,246.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\6008_0_0.jpg,193.0,166.0,286.0,188.0,261.0,188.0,202.0,256.0,271.0,265.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5992_1_0.jpg,150.0,155.0,254.0,148.0,197.0,225.0,168.0,266.0,269.0,255.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5980_1_0.jpg,157.0,151.0,244.0,146.0,196.0,209.0,158.0,243.0,258.0,237.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5980_0_0.jpg,152.0,138.0,255.0,141.0,206.0,214.0,149.0,244.0,237.0,246.0,0,0,1,1,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5971_2_0.jpg,138.0,161.0,208.0,151.0,151.0,213.0,158.0,258.0,211.0,244.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5942_0_0.jpg,163.0,158.0,237.0,140.0,239.0,194.0,188.0,254.0,256.0,234.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5940_0_0.jpg,162.0,141.0,260.0,169.0,195.0,218.0,146.0,254.0,219.0,273.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5928_0_0.jpg,151.0,169.0,240.0,143.0,219.0,201.0,170.0,251.0,254.0,225.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5922_0_0.jpg,169.0,158.0,254.0,167.0,212.0,207.0,167.0,261.0,244.0,268.0,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5907_0_0.jpg,154.0,154.0,247.0,155.0,203.0,230.0,151.0,240.0,250.0,242.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5901_1_0.jpg,155.0,127.0,257.0,154.0,177.0,206.0,154.0,243.0,228.0,265.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5880_0_0.jpg,156.0,162.0,246.0,134.0,236.0,208.0,201.0,285.0,265.0,265.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5857_0_0.jpg,153.0,158.0,247.0,153.0,206.0,203.0,168.0,251.0,243.0,246.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5840_1_0.jpg,153.0,151.0,252.0,145.0,196.0,218.0,157.0,247.0,258.0,245.0,0,0,1,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5934_1_0.jpg,153.0,151.0,236.0,151.0,168.0,211.0,160.0,248.0,230.0,245.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5933_0_0.jpg,142.0,168.0,246.0,142.0,184.0,229.0,183.0,276.0,258.0,255.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5920_0_0.jpg,138.0,169.0,227.0,143.0,176.0,203.0,163.0,268.0,239.0,248.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5902_0_0.jpg,163.0,151.0,259.0,149.0,219.0,216.0,173.0,265.0,247.0,263.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5944_0_0.jpg,155.0,159.0,242.0,157.0,194.0,204.0,159.0,258.0,233.0,259.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5930_0_0.jpg,157.0,146.0,248.0,148.0,199.0,206.0,163.0,245.0,238.0,244.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5910_0_0.jpg,174.0,160.0,260.0,143.0,247.0,210.0,165.0,246.0,253.0,233.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5886_0_0.jpg,167.0,160.0,256.0,149.0,217.0,200.0,166.0,249.0,272.0,235.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5870_0_0.jpg,158.0,151.0,259.0,146.0,216.0,207.0,166.0,249.0,263.0,244.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5945_0_0.jpg,166.0,152.0,274.0,172.0,229.0,232.0,162.0,262.0,235.0,273.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5931_0_0.jpg,148.0,142.0,251.0,148.0,187.0,229.0,159.0,249.0,247.0,251.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5912_0_0.jpg,160.0,135.0,261.0,161.0,204.0,222.0,131.0,216.0,231.0,253.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5893_0_0.jpg,129.0,146.0,224.0,153.0,167.0,216.0,132.0,255.0,212.0,259.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5946_1_0.jpg,158.0,144.0,255.0,139.0,188.0,216.0,171.0,251.0,256.0,247.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5913_0_0.jpg,148.0,141.0,241.0,141.0,194.0,218.0,156.0,249.0,239.0,249.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5889_0_0.jpg,157.0,133.0,254.0,152.0,201.0,213.0,136.0,239.0,233.0,256.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5888_0_0.jpg,165.0,140.0,253.0,161.0,216.0,182.0,141.0,229.0,237.0,259.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5885_0_0.jpg,159.0,153.0,235.0,155.0,159.0,189.0,144.0,257.0,203.0,256.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5881_0_0.jpg,162.0,154.0,250.0,143.0,227.0,203.0,169.0,240.0,261.0,226.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5876_1_0.jpg,148.0,136.0,255.0,130.0,208.0,206.0,164.0,241.0,253.0,237.0,0,1,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5875_0_0.jpg,158.0,157.0,249.0,146.0,188.0,199.0,165.0,258.0,243.0,255.0,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5871_0_0.jpg,155.0,157.0,237.0,144.0,226.0,218.0,174.0,254.0,242.0,245.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5860_0_0.jpg,132.0,155.0,227.0,142.0,166.0,222.0,165.0,265.0,229.0,260.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5858_0_0.jpg,134.0,157.0,238.0,147.0,192.0,198.0,155.0,257.0,231.0,250.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5853_0_0.jpg,161.0,153.0,259.0,151.0,206.0,193.0,154.0,245.0,257.0,247.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5842_0_0.jpg,149.0,150.0,248.0,151.0,208.0,217.0,148.0,251.0,246.0,248.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5840_0_0.jpg,164.0,146.0,243.0,152.0,215.0,212.0,158.0,225.0,231.0,234.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5838_0_0.jpg,160.0,147.0,252.0,143.0,227.0,208.0,169.0,262.0,248.0,259.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5822_0_0.jpg,161.0,141.0,248.0,154.0,214.0,201.0,163.0,251.0,233.0,263.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5814_0_0.jpg,169.0,155.0,241.0,153.0,228.0,218.0,155.0,247.0,226.0,251.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\6015_0_0.jpg,152.0,146.0,249.0,148.0,194.0,209.0,158.0,252.0,239.0,254.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\6009_0_0.jpg,165.0,154.0,255.0,158.0,209.0,182.0,166.0,244.0,244.0,248.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5895_0_0.jpg,162.0,163.0,254.0,147.0,205.0,207.0,163.0,253.0,249.0,239.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5892_0_0.jpg,174.0,139.0,262.0,168.0,223.0,200.0,153.0,242.0,230.0,267.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5891_1_0.jpg,154.0,144.0,258.0,154.0,187.0,215.0,156.0,239.0,242.0,248.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5868_0_0.jpg,153.0,144.0,245.0,153.0,212.0,205.0,142.0,236.0,243.0,241.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5867_0_0.jpg,147.0,150.0,256.0,144.0,207.0,206.0,161.0,248.0,253.0,244.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5841_0_0.jpg,146.0,148.0,244.0,168.0,158.0,221.0,147.0,245.0,213.0,265.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5823_0_0.jpg,148.0,142.0,247.0,147.0,187.0,215.0,155.0,253.0,231.0,258.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5812_0_0.jpg,136.0,147.0,234.0,147.0,173.0,205.0,161.0,248.0,229.0,247.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5807_0_0.jpg,133.0,139.0,261.0,137.0,200.0,215.0,150.0,270.0,250.0,270.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5800_0_0.jpg,162.0,162.0,252.0,162.0,212.0,217.0,151.0,248.0,236.0,245.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5744_0_0.jpg,131.0,164.0,223.0,129.0,196.0,207.0,168.0,257.0,251.0,228.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5694_0_0.jpg,155.0,156.0,266.0,159.0,220.0,228.0,156.0,266.0,235.0,267.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5666_0_0.jpg,152.0,154.0,237.0,162.0,211.0,202.0,153.0,242.0,231.0,245.0,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5811_1_0.jpg,152.0,156.0,246.0,137.0,204.0,211.0,183.0,256.0,254.0,245.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5792_1_0.jpg,154.0,156.0,245.0,154.0,194.0,210.0,148.0,250.0,250.0,252.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5785_0_0.jpg,154.0,146.0,267.0,140.0,194.0,220.0,166.0,258.0,273.0,250.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5733_0_0.jpg,164.0,152.0,247.0,141.0,212.0,192.0,181.0,233.0,251.0,223.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5810_0_0.jpg,162.0,159.0,249.0,153.0,232.0,208.0,160.0,254.0,237.0,252.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5714_0_0.jpg,160.0,153.0,263.0,155.0,228.0,201.0,183.0,260.0,256.0,262.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5814_1_0.jpg,162.0,145.0,253.0,154.0,223.0,210.0,150.0,235.0,242.0,238.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5801_0_0.jpg,162.0,130.0,266.0,150.0,187.0,213.0,152.0,253.0,237.0,267.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5780_0_0.jpg,124.0,153.0,222.0,135.0,161.0,215.0,153.0,256.0,228.0,245.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5802_0_0.jpg,149.0,149.0,247.0,140.0,189.0,199.0,168.0,252.0,249.0,243.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5811_0_0.jpg,150.0,140.0,252.0,158.0,199.0,210.0,138.0,237.0,237.0,253.0,0,0,1,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5798_0_0.jpg,146.0,152.0,245.0,145.0,197.0,219.0,165.0,248.0,247.0,242.0,0,0,1,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5777_0_0.jpg,146.0,146.0,236.0,163.0,174.0,201.0,139.0,215.0,228.0,238.0,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5845_1_0.jpg,145.0,155.0,239.0,147.0,208.0,215.0,160.0,262.0,240.0,258.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5845_0_0.jpg,143.0,147.0,249.0,151.0,191.0,222.0,151.0,262.0,237.0,264.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5837_0_0.jpg,153.0,133.0,256.0,141.0,200.0,199.0,149.0,255.0,247.0,263.0,0,0,1,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5835_0_0.jpg,157.0,155.0,251.0,146.0,209.0,208.0,165.0,241.0,261.0,231.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5830_0_0.jpg,138.0,150.0,238.0,149.0,179.0,215.0,147.0,256.0,234.0,257.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5828_0_0.jpg,141.0,150.0,244.0,138.0,208.0,241.0,171.0,274.0,247.0,264.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5866_0_0.jpg,145.0,160.0,244.0,146.0,195.0,189.0,171.0,254.0,235.0,247.0,0,0,0,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5794_0_0.jpg,154.0,150.0,237.0,149.0,175.0,218.0,160.0,248.0,244.0,249.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5792_0_0.jpg,149.0,155.0,239.0,133.0,216.0,199.0,174.0,251.0,264.0,226.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5791_0_0.jpg,150.0,150.0,242.0,151.0,170.0,210.0,150.0,234.0,240.0,239.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5787_0_0.jpg,141.0,156.0,239.0,144.0,178.0,208.0,155.0,263.0,233.0,254.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5784_0_0.jpg,163.0,158.0,254.0,157.0,201.0,210.0,161.0,240.0,249.0,240.0,1,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5774_0_0.jpg,154.0,147.0,240.0,153.0,198.0,218.0,149.0,241.0,235.0,242.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5766_1_0.jpg,146.0,154.0,256.0,134.0,203.0,203.0,168.0,256.0,268.0,240.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5765_1_0.jpg,149.0,142.0,258.0,141.0,193.0,215.0,151.0,246.0,270.0,248.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5765_0_0.jpg,139.0,168.0,235.0,140.0,211.0,213.0,185.0,269.0,265.0,244.0,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5748_0_0.jpg,137.0,149.0,200.0,144.0,156.0,214.0,178.0,264.0,214.0,264.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5745_0_0.jpg,158.0,149.0,246.0,143.0,205.0,194.0,168.0,254.0,255.0,244.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5739_0_0.jpg,157.0,151.0,252.0,158.0,207.0,196.0,161.0,244.0,239.0,253.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5735_0_0.jpg,142.0,155.0,244.0,153.0,208.0,204.0,162.0,254.0,244.0,251.0,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5732_0_0.jpg,156.0,147.0,257.0,158.0,205.0,174.0,159.0,244.0,234.0,251.0,0,0,0,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5723_0_0.jpg,153.0,140.0,254.0,140.0,192.0,204.0,161.0,276.0,248.0,276.0,0,0,0,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5712_0_0.jpg,154.0,158.0,243.0,130.0,232.0,211.0,186.0,269.0,244.0,246.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5703_0_0.jpg,168.0,133.0,260.0,144.0,209.0,209.0,161.0,247.0,237.0,257.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5686_0_0.jpg,135.0,149.0,191.0,146.0,131.0,219.0,146.0,258.0,199.0,260.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5677_1_0.jpg,142.0,158.0,250.0,155.0,207.0,207.0,144.0,264.0,253.0,259.0,0,0,0,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5655_0_0.jpg,160.0,153.0,252.0,147.0,205.0,217.0,166.0,251.0,251.0,247.0,0,0,1,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5651_0_0.jpg,137.0,146.0,237.0,158.0,163.0,214.0,158.0,262.0,235.0,265.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5644_0_0.jpg,149.0,135.0,255.0,139.0,201.0,191.0,146.0,248.0,246.0,249.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5633_0_0.jpg,150.0,138.0,245.0,130.0,192.0,189.0,157.0,232.0,252.0,224.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5625_0_0.jpg,167.0,144.0,246.0,168.0,208.0,205.0,151.0,232.0,219.0,252.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5852_0_0.jpg,177.0,153.0,266.0,149.0,234.0,214.0,166.0,243.0,255.0,237.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5847_0_0.jpg,153.0,144.0,249.0,134.0,215.0,203.0,168.0,250.0,257.0,236.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5758_1_0.jpg,155.0,145.0,258.0,154.0,203.0,204.0,152.0,238.0,242.0,246.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5766_0_0.jpg,149.0,151.0,243.0,143.0,205.0,195.0,161.0,240.0,254.0,235.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5761_0_0.jpg,147.0,148.0,261.0,155.0,198.0,216.0,147.0,270.0,244.0,272.0,0,0,1,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5754_0_0.jpg,149.0,156.0,254.0,142.0,208.0,213.0,170.0,261.0,259.0,252.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5734_0_0.jpg,161.0,167.0,248.0,155.0,217.0,228.0,173.0,259.0,254.0,250.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5692_0_0.jpg,155.0,141.0,239.0,151.0,201.0,200.0,152.0,232.0,218.0,244.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5653_0_0.jpg,140.0,142.0,259.0,141.0,197.0,213.0,153.0,269.0,245.0,266.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5652_0_0.jpg,163.0,152.0,246.0,152.0,207.0,212.0,169.0,243.0,232.0,246.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5638_0_0.jpg,131.0,163.0,244.0,154.0,187.0,196.0,162.0,259.0,226.0,255.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5624_0_0.jpg,154.0,152.0,244.0,146.0,204.0,211.0,160.0,242.0,253.0,235.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5620_0_0.jpg,151.0,149.0,252.0,148.0,206.0,229.0,162.0,269.0,249.0,267.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5619_1_0.jpg,143.0,136.0,243.0,153.0,186.0,208.0,131.0,235.0,227.0,247.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5614_0_0.jpg,160.0,148.0,246.0,145.0,203.0,211.0,173.0,244.0,241.0,242.0,0,0,1,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5612_0_0.jpg,161.0,149.0,230.0,165.0,199.0,197.0,149.0,226.0,210.0,238.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5596_0_0.jpg,149.0,147.0,249.0,149.0,197.0,208.0,153.0,254.0,247.0,254.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5582_0_0.jpg,154.0,147.0,249.0,156.0,174.0,203.0,146.0,238.0,247.0,249.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5552_0_0.jpg,152.0,142.0,247.0,152.0,209.0,204.0,147.0,251.0,233.0,255.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5531_0_0.jpg,135.0,167.0,242.0,143.0,183.0,234.0,175.0,278.0,257.0,260.0,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5616_0_0.jpg,157.0,155.0,249.0,155.0,212.0,218.0,149.0,245.0,242.0,243.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5615_0_0.jpg,159.0,147.0,241.0,163.0,178.0,207.0,152.0,234.0,235.0,252.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5606_0_0.jpg,161.0,144.0,247.0,148.0,197.0,206.0,154.0,227.0,239.0,234.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5616_1_0.jpg,153.0,147.0,248.0,150.0,203.0,218.0,147.0,236.0,240.0,240.0,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5600_0_0.jpg,161.0,157.0,244.0,142.0,246.0,213.0,180.0,261.0,245.0,252.0,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\5584_0_0.jpg,184.0,150.0,267.0,155.0,237.0,211.0,173.0,253.0,250.0,254.0,0,0,0,0,0.0,0
