,path,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,lentes_claros,lentes_oscuros,iluminacion_indadecuada,cara_cubierta,postura_inadecuada,sombrero,id
4453,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2691.jpg,697.0,163.0,726.5,161.5,717,181,701,195,726,193,0,0,0,0,0,0,42415
4454,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2038.jpg,387.5,249.0,464.5,244.5,444,300,397,331,467,326,0,0,0,0,0,0,42384
4455,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2001.jpg,385.5,213.0,462.5,222.5,427,273,381,295,449,303,0,0,0,0,0,0,42348
4456,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2076.jpg,488.0,210.5,563.5,220.0,531,271,483,289,554,296,0,0,0,0,0,0,42449
4457,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2714.jpg,468.0,237.5,527.5,249.0,507,292,450,306,510,314,0,0,0,0,0,0,42437
4458,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2699.jpg,422.0,262.5,543.0,272.5,492,348,426,387,530,390,0,0,1,0,0,0,42422
4459,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2043.jpg,534.0,206.0,607.5,217.5,579,263,531,291,592,300,0,0,1,0,0,0,42389
4460,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2077.jpg,483.5,236.0,559.5,237.5,531,293,489,320,551,320,0,0,0,0,0,0,42450
4461,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2700.jpg,472.0,231.0,579.5,258.5,525,309,443,339,549,360,0,0,1,0,0,0,42423
4462,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2182.jpg,552.5,357.0,662.0,350.0,604,435,560,485,658,479,0,0,1,0,0,0,42555
4463,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2166.jpg,506.0,186.0,575.5,193.0,548,241,502,261,567,267,0,0,0,0,0,0,42539
4464,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2160.jpg,493.5,208.5,597.5,208.5,561,285,499,308,595,307,0,0,0,0,0,0,42533
4465,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2157.jpg,554.0,236.5,660.0,249.5,634,312,547,344,662,352,0,0,1,0,0,0,42530
4466,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2155.jpg,523.5,252.0,592.0,260.0,563,308,515,322,579,329,0,0,1,0,0,0,42528
4467,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2152.jpg,450.0,210.5,518.5,203.0,495,253,458,282,524,274,0,0,0,0,0,0,42525
4468,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2149.jpg,509.0,178.5,576.0,188.0,549,229,504,252,564,261,0,0,0,0,0,0,42522
4469,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2148.jpg,578.0,182.0,641.5,202.5,609,239,564,254,615,273,0,0,0,0,0,0,42521
4470,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2144.jpg,507.5,224.0,577.5,232.0,548,279,502,299,565,306,0,0,0,0,0,0,42517
4471,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2143.jpg,541.5,191.0,604.0,203.0,584,244,538,260,592,272,0,0,0,0,0,0,42516
4472,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2138.jpg,429.0,207.0,498.5,217.0,468,263,423,278,484,288,0,0,0,0,0,0,42511
4473,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2137.jpg,452.0,168.5,516.5,178.0,496,219,454,244,504,249,0,0,0,0,0,0,42510
4474,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2135.jpg,360.5,170.0,424.5,157.5,409,203,379,236,434,226,0,0,0,0,0,0,42508
4475,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2134.jpg,445.5,168.0,509.0,178.5,482,217,439,239,496,246,0,0,0,0,0,0,42507
4476,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2130.jpg,421.0,205.5,488.0,211.0,466,257,421,280,481,283,0,0,0,0,0,0,42503
4477,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2128.jpg,508.5,180.5,570.0,184.0,552,227,512,251,568,252,0,0,0,0,0,0,42501
4478,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2125.jpg,532.0,229.0,606.0,243.5,571,290,519,298,595,313,0,0,0,1,0,0,42498
4479,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2124.jpg,500.0,172.5,566.0,180.5,538,224,493,243,558,248,0,0,0,0,0,0,42497
4480,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2119.jpg,496.5,225.5,567.0,219.0,549,275,508,302,567,297,0,0,0,0,0,0,42492
4481,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2118.jpg,470.0,205.0,537.0,211.0,505,257,472,275,527,281,0,0,0,0,0,0,42491
4482,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2113.jpg,474.5,209.0,539.5,207.0,515,250,478,278,536,278,0,0,0,0,0,0,42486
4483,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2112.jpg,497.0,227.0,563.0,232.5,536,279,493,295,554,302,0,0,0,0,0,0,42485
4484,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2107.jpg,456.5,220.5,533.0,223.5,510,277,463,305,526,306,0,0,0,0,0,0,42480
4485,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2106.jpg,445.5,206.0,522.5,211.0,493,260,447,289,514,294,0,0,0,0,0,0,42479
4486,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2103.jpg,482.5,214.5,556.0,220.5,528,271,479,295,548,299,0,0,0,0,0,0,42476
4487,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2102.jpg,478.0,203.0,551.0,218.0,517,264,471,289,532,301,0,0,0,0,0,0,42475
4488,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2089.jpg,450.5,218.0,530.5,226.0,498,278,449,301,518,310,0,0,0,0,0,0,42462
4489,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2088.jpg,445.5,216.0,524.0,223.5,492,273,444,300,514,306,0,0,0,0,0,0,42461
4490,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2085.jpg,466.0,203.5,536.5,207.0,513,255,472,282,531,283,0,0,0,0,0,0,42458
4491,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2084.jpg,487.0,211.0,556.5,214.0,534,263,490,287,551,289,0,0,0,0,0,0,42457
4492,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2693.jpg,341.0,284.0,464.5,289.0,409,367,344,408,453,410,0,0,1,0,0,0,42416
4493,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2690.jpg,424.0,242.5,514.5,247.5,480,313,415,337,505,344,0,0,1,0,0,0,42414
4494,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2689.jpg,401.0,237.0,481.0,238.5,455,296,409,322,476,324,0,0,1,0,0,0,42413
4495,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2053.jpg,396.5,207.0,469.5,216.0,438,261,392,281,457,290,0,0,0,0,0,0,42399
4496,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2045.jpg,563.0,241.5,637.5,263.5,596,307,552,327,607,346,0,0,0,0,0,0,42391
4497,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2041.jpg,488.0,218.5,555.5,228.5,525,272,483,293,541,302,0,0,0,0,0,0,42387
4498,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2039.jpg,395.0,223.0,471.5,230.5,438,280,399,309,456,314,0,0,0,0,0,0,42385
4499,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2035.jpg,410.0,229.5,488.0,239.5,456,292,409,319,471,325,0,0,0,0,0,0,42381
4500,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2034.jpg,357.0,218.5,430.0,215.5,406,267,366,293,433,290,0,0,0,0,0,0,42380
4501,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2032.jpg,518.5,204.5,584.0,222.5,553,261,503,270,567,286,0,0,0,0,0,0,42378
4502,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2031.jpg,407.5,214.0,477.0,223.5,448,268,392,278,472,287,0,0,0,0,0,0,42377
4503,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2023.jpg,380.0,213.0,444.5,216.5,411,259,381,281,438,286,0,0,0,0,0,0,42369
4504,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2021.jpg,435.5,230.0,506.0,244.0,476,289,425,305,488,318,0,0,0,0,0,0,42367
4505,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2016.jpg,407.0,211.0,467.0,215.0,437,251,405,275,461,279,0,0,1,0,0,0,42363
4506,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2015.jpg,500.5,222.0,564.0,232.0,534,272,496,289,551,298,0,0,0,0,0,0,42362
4507,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2011.jpg,426.0,235.5,488.0,242.5,461,284,425,301,475,306,0,0,1,0,0,0,42358
4508,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2009.jpg,355.0,243.0,427.5,246.0,395,297,362,316,423,319,0,0,0,0,0,0,42356
4509,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2004.jpg,416.5,192.5,472.0,196.0,450,230,419,248,466,252,0,0,1,0,0,0,42351
4510,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2003.jpg,423.0,205.5,498.0,218.5,462,264,419,290,478,302,0,0,0,0,0,1,42350
4511,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1998.jpg,436.5,194.5,497.0,198.5,475,237,441,259,494,259,0,0,1,0,0,0,42345
4512,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1992.jpg,374.5,187.5,449.5,192.0,416,241,374,266,439,271,0,0,1,0,0,0,42339
4513,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1989.jpg,415.0,280.5,473.0,285.5,447,325,414,335,466,339,0,0,1,0,0,0,42336
4514,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1988.jpg,382.0,213.0,457.5,214.0,433,265,385,294,456,295,0,0,0,0,0,0,42335
4515,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1982.jpg,388.0,214.0,466.5,217.5,438,268,388,299,461,300,0,0,0,0,0,0,42329
4516,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1975.jpg,420.0,290.5,478.0,289.5,460,332,427,348,476,347,0,0,1,0,0,0,42322
4517,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1959.jpg,410.0,213.5,470.0,220.0,446,257,400,269,467,274,0,0,1,0,0,0,42306
4518,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2099.jpg,517.0,191.5,585.0,210.0,553,250,504,268,563,283,0,0,0,0,0,0,42472
4519,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2098.jpg,441.5,189.5,515.5,197.5,480,243,444,274,500,279,0,0,0,0,0,0,42471
4520,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2687.jpg,574.5,367.5,679.0,375.5,642,444,563,471,676,477,0,0,1,0,0,0,42411
4521,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2037.jpg,402.0,235.0,480.0,236.0,454,289,408,320,473,321,0,0,0,0,0,0,42383
4522,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2033.jpg,595.5,325.5,716.5,329.5,689,421,602,468,704,470,0,0,0,0,0,0,42379
4523,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2026.jpg,401.5,210.5,470.5,210.0,446,254,409,282,469,282,0,0,1,0,0,0,42372
4524,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2024.jpg,374.5,232.0,442.5,233.5,414,281,382,303,439,304,0,0,1,0,0,0,42370
4525,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2020.jpg,459.5,224.0,522.5,232.5,495,272,453,292,510,298,0,0,1,0,0,0,42366
4526,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2014.jpg,414.5,223.0,475.5,231.0,444,268,413,288,461,295,0,0,1,0,0,0,42361
4527,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2013.jpg,493.5,220.0,557.5,228.0,528,267,490,287,545,295,0,0,0,0,0,0,42360
4528,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2006.jpg,455.5,254.5,515.5,261.0,494,306,446,316,505,321,0,0,1,0,0,0,42353
4529,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1999.jpg,386.0,219.5,464.0,230.5,427,282,382,305,449,312,0,0,0,0,0,0,42346
4530,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1991.jpg,410.0,255.0,468.0,265.0,435,304,400,311,457,323,0,0,1,0,0,0,42338
4531,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1983.jpg,395.0,244.0,454.5,247.0,433,286,393,304,449,306,0,0,1,0,0,0,42330
4532,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1973.jpg,409.0,183.0,470.5,185.5,447,217,408,247,465,248,0,0,0,0,0,0,42320
4533,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1954.jpg,482.5,261.0,551.5,274.0,526,323,464,335,533,341,0,0,0,1,0,0,42301
4534,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1946.jpg,621.0,248.5,693.0,261.5,647,330,616,360,686,371,0,0,1,0,0,0,42293
4535,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1941.jpg,458.0,229.0,515.5,231.0,483,270,457,288,511,292,0,0,1,0,0,0,42288
4536,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1921.jpg,459.0,229.5,521.5,239.0,480,279,449,295,504,307,0,0,1,0,0,0,42268
4537,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1920.jpg,586.5,304.5,686.5,302.0,647,374,593,410,685,405,0,0,0,0,0,0,42267
4538,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1905.jpg,531.0,238.0,595.0,257.0,566,300,520,318,567,331,0,0,1,0,0,0,42252
4539,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1895.jpg,370.0,264.0,438.5,265.0,410,312,377,334,434,333,0,0,1,1,0,0,42242
4540,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1971.jpg,455.5,270.0,519.5,261.0,506,310,468,332,527,323,0,0,1,0,0,0,42318
4541,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1970.jpg,450.5,245.5,512.0,245.0,483,289,462,315,502,316,0,0,0,0,0,0,42317
4542,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1934.jpg,599.5,270.0,695.0,273.0,648,337,600,374,686,377,0,0,0,0,0,0,42281
4543,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1930.jpg,644.5,293.5,740.0,296.5,709,362,649,395,735,395,0,0,0,0,0,0,42277
4544,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1911.jpg,551.0,258.5,618.0,260.0,602,308,542,328,619,325,0,0,1,0,0,0,42258
4545,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1976.jpg,372.0,218.5,446.5,213.0,424,265,386,296,449,290,0,0,0,0,0,0,42323
4546,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1960.jpg,405.0,243.5,467.0,256.5,437,299,396,313,451,322,0,0,0,1,0,0,42307
4547,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1948.jpg,350.5,217.5,413.0,221.0,390,259,351,284,409,283,0,0,1,0,0,0,42295
4548,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1936.jpg,365.5,275.5,423.5,271.0,405,320,373,330,429,327,0,0,1,0,0,0,42283
4550,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1914.jpg,405.5,250.5,480.0,263.0,448,313,387,315,475,324,0,0,0,0,0,0,42261
4551,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1900.jpg,297.0,216.0,370.0,219.0,337,272,302,296,364,299,0,0,0,0,0,0,42247
4552,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1980.jpg,390.5,210.0,464.0,208.0,438,261,397,286,462,284,0,0,0,0,0,0,42327
4553,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1966.jpg,438.5,258.0,505.5,267.0,474,311,435,323,492,330,0,0,1,1,0,0,42313
4554,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1938.jpg,390.5,242.5,451.0,239.0,424,283,398,305,453,301,0,0,1,0,0,0,42285
4555,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1918.jpg,608.0,350.0,724.5,360.5,661,444,611,483,697,490,0,0,0,0,0,1,42265
4556,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1981.jpg,391.0,257.5,452.0,259.5,430,302,392,317,446,319,0,0,1,0,0,0,42328
4557,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1939.jpg,659.0,257.0,750.0,273.0,698,324,646,358,724,373,0,0,0,0,0,0,42286
4558,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1899.jpg,349.0,235.5,411.5,236.5,384,277,356,298,404,299,0,0,1,0,0,0,42246
4559,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1888.jpg,773.0,142.5,825.0,131.0,819,178,782,199,834,186,0,0,1,0,0,0,42235
4560,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1881.jpg,443.5,209.5,514.5,220.5,483,275,426,284,496,293,0,0,0,1,0,0,42228
4561,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1878.jpg,433.0,216.0,513.5,218.0,488,280,436,302,506,301,0,0,0,1,0,0,42225
4562,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1874.jpg,391.5,147.5,466.5,155.0,437,205,388,225,457,231,0,0,0,1,0,0,42221
4563,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1848.jpg,557.5,250.0,626.5,243.0,597,291,556,316,645,307,0,0,1,0,0,0,42195
4564,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2048.jpg,500.5,212.0,569.0,233.5,525,274,485,289,538,307,0,0,0,0,0,0,42394
4565,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2046.jpg,498.0,226.5,570.0,246.0,522,289,481,310,538,325,0,0,0,0,0,0,42392
4566,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1951.jpg,598.5,281.0,689.0,295.0,632,360,588,383,667,399,0,0,0,0,0,0,42298
4567,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1945.jpg,452.0,247.0,521.0,251.5,495,299,458,319,508,322,0,0,1,0,0,0,42292
4568,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1942.jpg,646.0,341.0,753.5,359.0,690,432,633,453,730,472,0,0,0,0,0,1,42289
4569,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1940.jpg,488.5,224.0,544.0,233.0,503,269,482,287,527,297,0,0,1,0,0,0,42287
4570,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1927.jpg,608.5,269.0,705.5,275.5,666,337,610,376,694,379,0,0,0,0,0,0,42274
4571,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1910.jpg,372.5,217.5,444.0,222.5,417,274,370,296,435,301,0,0,0,0,0,0,42257
4572,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1901.jpg,456.0,258.0,521.0,258.0,492,304,460,321,518,324,0,0,1,0,0,0,42248
4573,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1880.jpg,426.0,188.0,501.5,198.0,473,252,420,269,489,278,0,0,0,1,0,0,42227
4575,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1861.jpg,368.0,144.5,450.5,151.5,422,209,365,238,441,241,0,0,0,1,0,0,42208
4576,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1847.jpg,522.0,231.5,595.5,225.5,559,275,519,306,608,297,0,0,0,0,0,0,42194
4577,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1838.jpg,403.0,165.5,479.5,176.0,451,231,397,249,466,256,0,0,0,1,0,0,42185
4578,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1827.jpg,411.0,152.0,482.0,160.0,455,209,408,228,469,233,0,0,0,1,0,0,42174
4579,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1787.jpg,436.0,204.0,515.0,212.0,486,270,425,284,505,290,0,0,0,1,0,0,42134
4580,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1786.jpg,324.5,130.5,389.5,140.0,362,176,326,203,378,209,0,0,0,0,0,0,42133
4581,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1776.jpg,591.5,170.5,652.0,170.0,630,206,588,223,652,221,0,1,0,0,0,1,42123
4582,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1774.jpg,592.5,164.5,656.5,165.0,632,208,590,229,659,226,0,0,0,0,0,0,42121
4583,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1762.jpg,410.0,65.0,437.0,64.5,421,85,411,104,439,104,0,0,1,0,0,0,42109
4584,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1747.jpg,492.5,169.0,547.0,186.5,518,218,480,229,528,243,0,0,0,0,0,0,42094
4585,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1735.jpg,422.0,201.5,488.5,210.0,455,253,420,270,476,277,0,0,1,0,0,0,42082
4586,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1717.jpg,451.5,188.0,513.0,192.0,489,234,452,252,505,255,0,0,0,0,0,0,42064
4587,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1854.jpg,287.0,116.5,369.5,115.5,342,171,285,193,379,190,0,0,0,1,0,0,42201
4588,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1843.jpg,590.5,164.0,649.5,169.5,624,208,590,230,638,234,0,0,0,0,0,0,42190
4589,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1817.jpg,946.0,111.0,974.0,115.5,959,132,943,142,966,144,0,0,1,1,0,0,42164
4590,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1816.jpg,347.5,196.5,424.5,210.0,377,265,341,282,408,295,0,0,0,1,0,0,42163
4591,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1763.jpg,421.0,217.5,487.0,223.0,463,269,423,290,478,294,0,0,0,0,0,0,42110
4592,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1743.jpg,601.5,174.5,684.5,187.0,653,245,593,267,665,278,0,0,0,0,0,0,42090
4593,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1849.jpg,392.0,163.5,468.5,172.5,437,224,390,248,455,255,0,0,0,1,0,0,42196
4594,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1800.jpg,646.0,174.0,699.5,187.0,672,225,638,238,685,245,0,0,1,0,0,0,42147
4595,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1777.jpg,515.5,286.0,643.0,283.0,603,377,499,419,667,417,0,1,0,0,0,1,42124
4596,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1770.jpg,200.5,176.5,287.5,181.0,262,241,191,252,288,255,0,0,1,0,0,0,42117
4597,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1750.jpg,553.0,160.0,605.5,152.0,584,192,565,221,605,215,0,0,1,0,0,0,42097
4598,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1738.jpg,735.0,204.0,783.5,205.0,757,242,738,261,780,261,0,0,0,0,0,0,42085
4599,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1850.jpg,588.5,271.0,656.0,261.0,624,310,599,344,665,332,0,0,0,0,0,0,42197
4600,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1830.jpg,304.0,140.0,378.5,138.0,360,190,300,211,386,205,0,0,0,1,0,0,42177
4601,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1779.jpg,445.0,216.0,535.5,222.0,501,287,448,316,524,320,0,0,0,1,0,0,42126
4602,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1755.jpg,381.5,182.5,438.5,184.0,421,229,381,246,431,246,0,0,1,0,0,0,42102
4603,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1851.jpg,399.5,174.0,474.0,184.5,444,235,396,256,461,262,0,0,0,1,0,0,42198
4604,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1783.jpg,584.5,159.5,643.0,164.5,618,199,585,222,637,226,0,0,0,0,0,0,42130
4605,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1835.jpg,420.5,185.0,497.0,194.5,470,251,414,273,481,280,0,0,0,1,0,0,42182
4606,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1834.jpg,391.0,200.5,471.5,205.5,442,263,392,285,461,290,0,0,0,1,0,0,42181
4607,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1806.jpg,414.0,191.5,492.0,196.0,468,254,416,280,482,282,0,0,0,1,0,0,42153
4608,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1802.jpg,554.0,244.5,631.5,246.0,612,295,563,327,637,325,0,0,0,0,0,0,42149
4609,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1797.jpg,405.0,198.5,488.5,204.5,459,263,406,289,476,293,0,0,0,1,0,0,42144
4610,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1792.jpg,422.5,209.5,506.0,211.0,480,272,424,297,501,298,0,0,0,1,0,0,42139
4611,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1739.jpg,440.5,189.5,501.5,201.5,477,239,429,249,491,258,0,0,0,0,0,0,42086
4612,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1724.jpg,410.5,178.0,474.0,182.0,452,222,409,243,470,245,0,0,0,0,0,0,42071
4613,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1723.jpg,485.5,237.5,513.5,231.0,505,254,494,265,520,260,0,0,1,0,0,0,42070
4614,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1677.jpg,451.0,256.5,519.0,270.5,482,319,444,325,511,337,0,0,1,0,0,0,42024
4615,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_1654.jpg,511.0,190.0,575.0,192.0,552,239,508,251,571,254,0,0,0,0,0,0,42001
4616,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2063.jpg,401.5,192.5,466.5,197.5,441,237,403,261,459,265,0,0,0,0,0,0,42409
4617,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2062.jpg,394.5,267.0,475.0,266.0,443,328,404,357,470,357,0,0,1,0,0,0,42408
4618,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2059.jpg,417.5,222.0,485.5,227.0,455,274,419,296,474,300,0,0,0,0,0,0,42405
4619,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2056.jpg,415.5,216.5,485.5,222.5,458,269,416,292,477,297,0,0,0,0,0,0,42402
4620,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2051.jpg,403.0,198.5,473.5,208.0,443,250,397,268,463,278,0,0,0,0,0,0,42397
4621,C:\Users\isaac\Downloads\vlogs1\classified\23\live\23_2050.jpg,393.5,207.5,461.5,218.0,435,263,376,270,460,282,0,0,0,0,0,0,42396
