,path,bb_x1,bb_y1,bb_x2,bb_y2
9194,18352.jpg,334.61282,163.39835,844.6206,968.1315
9195,18353.jpg,257.00394,143.54242,786.845,990.0196
9196,18354.jpg,211.86945,161.41522,753.98615,941.24567
9197,18355.jpg,254.14291,196.05939,774.48486,939.96405
9198,18356.jpg,260.10532,137.46198,811.66394,933.6567
9199,18357.jpg,272.21228,183.79929,754.98425,918.1332
9200,18358.jpg,254.3377,158.08878,800.66376,972.75244
9201,18359.jpg,213.29742,116.23245,759.1685,932.5283
9202,1836.jpg,285.01883,192.60721,850.0802,953.68396
9203,18360.jpg,183.1907,123.8237,765.08875,1026.865
9204,18361.jpg,233.09982,118.58682,818.3971,1009.99927
9205,18362.jpg,218.87973,140.86417,790.5585,955.4064
9206,18363.jpg,241.85934,124.12274,815.51587,996.36066
9207,18364.jpg,265.4957,172.98169,811.5355,927.05066
9208,18365.jpg,298.9553,149.12491,881.5564,988.8391
9209,18366.jpg,270.88232,140.74304,829.8364,990.4691
9210,18368.jpg,239.76941,204.11026,775.2276,1004.5553
9211,18369.jpg,222.62729,239.3713,801.3899,925.13245
9212,1837.jpg,264.91968,217.68091,784.58276,903.1836
9213,18370.jpg,269.3767,175.89752,744.4559,973.21857
9214,18371.jpg,250.53418,161.39047,793.4109,918.24915
9215,18372.jpg,326.50757,137.28146,923.3994,928.9498
9216,18373.jpg,253.72055,185.1998,776.34155,901.59033
9217,18374.jpg,216.02246,153.85391,763.60645,976.0492
9218,18375.jpg,233.6709,255.93985,786.5686,926.16003
9219,18376.jpg,232.85995,186.10919,845.5055,987.5114
9220,18377.jpg,268.2683,192.08813,807.55945,998.8202
9221,18378.jpg,279.70416,176.57434,792.9666,892.11035
9222,18379.jpg,144.01935,158.29526,720.7076,986.3198
9223,1838.jpg,224.75595,-15.016205,1007.1697,952.23303
9224,18380.jpg,138.13525,174.74487,774.7354,942.6616
9225,18381.jpg,192.08243,34.11972,859.3374,1035.7961
9226,18382.jpg,254.84012,137.0104,817.3594,1006.56287
9227,18383.jpg,333.56998,211.48166,855.9723,940.74426
9228,18384.jpg,258.82343,171.32071,864.5213,948.0216
9229,18385.jpg,290.3143,116.72287,811.4984,901.29004
9230,18386.jpg,141.30673,120.181305,753.1207,964.453
9231,18387.jpg,264.94302,179.9805,777.4608,986.3932
9232,18388.jpg,189.71744,114.92401,821.6051,936.4694
9233,18389.jpg,213.78464,185.55978,756.59045,937.4702
9234,1839.jpg,231.05496,152.72217,800.2737,932.4889
9235,18390.jpg,140.44547,233.9949,763.70667,977.8469
9236,18391.jpg,239.46875,196.8649,768.04785,922.32715
9237,18392.jpg,231.95169,160.58481,853.3053,959.07336
9238,18393.jpg,175.92255,85.91565,798.2803,964.8468
9239,18394.jpg,211.3234,174.07535,802.391,963.98083
9240,18395.jpg,154.30212,116.71854,739.49725,968.0294
9241,18396.jpg,233.67487,144.45572,765.0033,955.44495
9242,18397.jpg,166.95218,201.8244,777.7953,970.5286
9243,18398.jpg,291.7016,92.410034,886.326,966.4341
9244,18399.jpg,204.49988,172.96692,763.3043,979.09424
9245,184.jpg,259.5506,132.26059,829.606,975.9513
9246,1840.jpg,254.47958,126.47751,758.3512,981.152
9247,18400.jpg,213.09784,157.0376,754.8892,947.6632
9248,18401.jpg,205.86548,125.364655,844.49243,998.4415
9249,18402.jpg,255.08383,203.43881,923.7864,991.23584
9250,18403.jpg,238.72162,162.0745,826.00543,989.647
9251,18404.jpg,254.15039,126.27872,847.051,930.73474
9252,18405.jpg,285.98438,252.13333,763.0325,862.8053
9253,18406.jpg,245.32385,120.02377,794.11084,980.4713
9254,18407.jpg,243.50398,127.49881,717.92896,904.6228
9255,18408.jpg,235.7756,120.83728,819.18384,949.40857
9256,18409.jpg,222.46057,194.56146,735.93756,869.0142
9257,1841.jpg,387.3407,259.70782,860.8158,851.4809
9258,18410.jpg,198.62213,120.03793,824.2515,1007.70276
9259,18411.jpg,270.46857,136.60864,750.111,954.99207
9260,18412.jpg,347.32788,181.57706,918.0134,947.6627
9261,18413.jpg,232.61115,159.75754,855.31354,926.71265
9262,18414.jpg,243.75488,198.05948,878.7322,878.7848
9263,18415.jpg,266.6931,141.78012,897.05334,987.6393
9264,18416.jpg,93.8414,169.61652,693.31433,925.21783
9265,18417.jpg,369.7835,253.9643,877.1667,931.5455
9266,18418.jpg,157.00894,143.65582,781.43945,962.0203
9267,18419.jpg,237.26843,149.969,802.4238,936.2793
9268,1842.jpg,308.24557,138.74173,825.7706,891.71924
9269,18420.jpg,221.63034,146.36371,777.03076,990.12787
9270,18421.jpg,256.95337,204.06064,883.55347,1011.7229
9271,18422.jpg,259.32883,159.9968,779.7693,936.1593
9272,18423.jpg,274.79605,224.03287,847.7462,926.71155
9273,18424.jpg,229.99075,180.3776,796.99646,951.7894
9274,18425.jpg,231.07288,179.4831,758.12,964.0833
9275,18426.jpg,272.4606,74.63663,821.37415,985.82654
9276,18427.jpg,223.67273,174.8425,767.7152,972.2738
9277,18428.jpg,225.37698,163.77484,807.9635,934.4466
9278,18429.jpg,274.5141,153.04666,829.7559,1030.9717
9279,1843.jpg,293.36533,179.60983,927.714,949.56006
9280,18430.jpg,214.1175,118.411865,808.0318,967.1741
9281,18431.jpg,253.63074,97.318146,769.0432,977.3152
9282,18432.jpg,199.21875,165.63666,759.5056,960.8879
9283,18433.jpg,230.63477,162.61224,772.2269,964.85284
9284,18434.jpg,156.96875,110.373505,704.4227,947.0802
9285,18435.jpg,193.8855,233.66495,754.0675,969.25366
9286,18436.jpg,223.38474,167.81,783.3729,974.9432
9287,18437.jpg,261.34857,86.87512,839.6971,974.3356
9288,18438.jpg,296.5075,181.4638,799.8266,978.6015
9289,18439.jpg,241.62985,128.87527,781.937,985.3313
9290,1844.jpg,234.45721,204.29385,775.9222,911.3458
9291,18440.jpg,226.50253,220.67075,787.2156,890.2135
9292,18441.jpg,199.90231,66.766754,774.6067,1027.1288
9293,18442.jpg,240.54419,147.29562,766.27435,1014.8623
9294,18443.jpg,204.17224,210.54077,764.9357,914.8956
9295,18444.jpg,207.73376,167.42053,793.03186,936.36145
9296,18445.jpg,245.48184,199.13223,770.922,923.23914
9297,18446.jpg,233.9107,153.21634,818.2994,967.2728
9298,18447.jpg,243.79861,215.0108,761.0935,906.4366
9299,18448.jpg,274.51498,137.8088,769.70215,996.3629
9300,18449.jpg,302.4621,160.06238,799.5789,919.1393
9301,1845.jpg,292.2805,177.70792,822.7108,980.7084
9302,18450.jpg,255.64642,161.5841,788.30414,941.4977
9303,18451.jpg,229.16733,166.00491,802.72046,998.81287
9304,18452.jpg,244.27106,205.78934,789.26495,909.4386
9305,18453.jpg,209.48132,135.43927,797.67804,987.65814
9306,18454.jpg,144.69385,185.9249,762.6797,929.2042
9307,18455.jpg,253.46887,202.52487,823.02295,956.296
9308,18456.jpg,219.96884,153.03937,786.30005,999.46564
9309,18457.jpg,233.73105,158.7351,800.2875,957.3367
9310,18458.jpg,299.94492,239.40631,759.9542,905.92426
9311,18459.jpg,287.16745,115.818695,847.0895,914.26685
9312,1846.jpg,232.30914,155.9079,973.5218,931.78815
9313,18460.jpg,246.32904,104.019684,870.4266,977.25354
9314,18461.jpg,254.74313,207.77469,778.3655,935.7239
9315,18462.jpg,250.9206,196.81854,826.8471,947.1265
9316,18463.jpg,310.84152,145.14117,859.3932,985.0026
9317,18464.jpg,205.22519,216.9385,761.2053,968.2665
9318,18465.jpg,304.81235,126.716095,822.7678,970.08765
9319,18466.jpg,158.6417,51.992584,698.5094,938.94446
9320,18467.jpg,310.08707,78.07889,903.02905,991.2511
9321,18468.jpg,308.02213,194.05832,830.52136,978.578
9322,18469.jpg,274.7818,187.72128,853.67426,1005.33875
9323,1847.jpg,221.13663,177.49997,796.17615,964.64185
9324,18470.jpg,243.26376,99.48871,814.2565,970.2486
9325,18471.jpg,182.77261,139.4627,763.0819,970.13763
9326,18472.jpg,229.2475,191.09607,795.6978,904.01807
9327,18473.jpg,247.58636,179.12177,787.2502,1019.1174
9328,18474.jpg,167.32074,172.38065,719.5143,944.2638
9329,18475.jpg,109.40057,113.16,742.6331,936.9177
9330,18476.jpg,222.5292,108.6673,819.52136,950.93097
9331,18477.jpg,229.11737,199.08734,847.8326,950.44244
9332,18478.jpg,217.26505,87.85629,799.1854,960.08105
9333,18479.jpg,214.66733,232.08139,812.1057,940.6824
9334,1848.jpg,38.776123,56.707825,648.5949,927.0856
9335,18480.jpg,260.78644,259.1499,761.018,862.6952
9336,18481.jpg,245.1958,133.35385,802.8894,926.94775
9337,18482.jpg,205.84232,209.84067,769.40564,941.60425
9338,18483.jpg,238.64485,188.26675,722.39636,995.32764
9339,18484.jpg,229.64938,73.401,782.3082,1009.0906
9340,18485.jpg,216.44214,153.94498,841.81396,987.0768
9341,18486.jpg,236.87204,168.22498,752.94995,959.08435
9342,18487.jpg,254.22836,214.64798,768.5381,930.3943
9343,18488.jpg,236.17123,217.97775,824.32166,977.1571
9344,18489.jpg,249.92572,141.15448,856.2773,952.14935
9345,1849.jpg,270.2606,226.9939,838.4669,931.0138
9346,18490.jpg,246.99765,203.35446,791.4918,976.0764
9347,18491.jpg,247.57077,98.447845,859.0654,1009.81775
9348,18492.jpg,173.89685,113.41901,775.39484,972.335
9349,18493.jpg,222.55997,132.47452,800.8954,928.4169
9350,18494.jpg,224.54504,157.86832,776.9363,943.87146
9351,18495.jpg,235.77856,144.05927,784.25543,1014.8079
9352,18496.jpg,188.05484,144.60529,790.1123,919.8167
9353,18497.jpg,250.7062,206.31589,773.91455,914.40686
9354,18498.jpg,248.54599,216.0357,818.06116,982.3494
9355,18499.jpg,212.88306,154.73825,796.66064,984.89636
9356,185.jpg,271.12064,121.424194,859.32275,928.08594
9357,1850.jpg,272.39218,142.10394,817.68884,975.3077
9358,18500.jpg,159.46146,237.7905,784.9215,933.4707
9359,18501.jpg,257.14822,153.02066,783.3108,955.4408
9360,18502.jpg,224.20624,190.72958,759.11536,913.2993
9361,18503.jpg,272.88977,109.179535,812.04443,998.0333
9362,18504.jpg,156.80966,197.05453,688.84375,950.6001
9363,18505.jpg,315.531,152.38748,904.20557,1049.3574
9364,18506.jpg,244.95038,136.95761,899.8493,1014.76025
9365,18507.jpg,207.17805,163.00974,715.56647,974.82166
9366,18508.jpg,47.92044,54.029327,816.90173,963.33545
9367,18509.jpg,267.39166,124.502716,817.82587,991.79224
9368,1851.jpg,142.00438,223.77304,589.88293,852.1809
9369,18510.jpg,196.7753,202.0834,800.089,959.7754
9370,18511.jpg,207.09949,141.18533,820.2615,926.7588
9371,18512.jpg,183.67422,159.63324,729.3032,916.6995
9372,18513.jpg,266.51978,161.7681,786.9031,996.42334
9373,18514.jpg,291.2221,117.92645,919.4024,972.66974
9374,18515.jpg,205.4068,162.30414,808.58496,950.16925
9375,18516.jpg,225.5279,226.45364,824.6545,987.29175
9376,18517.jpg,245.92584,72.87601,859.0633,961.9403
9377,18518.jpg,353.854,202.61755,874.36316,935.6338
9378,18519.jpg,335.26846,158.67291,862.8567,1023.1965
9379,1852.jpg,239.0091,188.06421,797.1325,941.2383
9380,18520.jpg,112.106964,213.53555,673.21985,938.8937
9381,18521.jpg,244.72156,126.70776,782.6671,1010.91345
9382,18522.jpg,228.73965,255.9014,882.9856,927.95154
9383,18523.jpg,134.7836,121.92154,656.8169,788.8203
9384,18524.jpg,335.63446,209.58316,746.42316,968.074
9385,18525.jpg,274.69202,160.54913,764.97864,983.6567
9386,18526.jpg,171.36981,200.53455,766.66766,975.75745
9387,18527.jpg,281.89682,65.00937,825.0714,978.3074
9388,18528.jpg,238.04143,283.24203,635.8808,926.09436
9389,18529.jpg,181.10196,148.4212,801.8115,949.52313
9390,1853.jpg,140.78583,105.677246,760.01465,959.83984
9391,18530.jpg,168.42361,49.440765,754.8645,1009.9392
9392,18531.jpg,286.26227,267.16763,779.4028,930.56824
9393,18532.jpg,208.13892,161.53726,799.6834,942.68005
9394,18533.jpg,210.77542,161.24603,813.5746,943.5466
9395,18534.jpg,211.336,148.35849,773.00305,990.02466
9396,18535.jpg,207.04941,162.55399,822.9253,955.9971
9397,18536.jpg,261.3695,103.01544,885.2267,984.50226
9398,18537.jpg,257.37405,150.3844,819.8512,953.14844
9399,18538.jpg,243.98236,51.76541,766.9084,988.36096
9400,18539.jpg,270.2486,134.98492,921.0153,1010.7316
9401,1854.jpg,242.64291,194.6272,767.5045,945.75
9402,18540.jpg,212.00032,194.35089,718.20404,956.6888
9403,18541.jpg,280.89932,90.15195,810.324,984.2246
9404,18542.jpg,278.33588,155.15433,818.46,959.0532
9405,18543.jpg,271.4157,140.89587,760.4681,914.5587
9406,18544.jpg,229.24393,99.65164,821.36633,977.4783
9407,18545.jpg,228.31741,150.37296,764.2577,932.9386
9408,18546.jpg,286.68222,101.25937,895.6084,980.2787
9409,18547.jpg,157.22382,115.542755,714.1875,961.57837
9410,18548.jpg,244.54485,178.07242,751.60913,973.8849
9411,18549.jpg,232.52934,206.23904,664.3375,941.5642
9412,1855.jpg,258.25983,103.03354,745.09454,961.16174
9413,18550.jpg,273.4908,175.89536,831.15674,961.6207
9414,18551.jpg,86.69888,93.41162,766.84485,949.51086
9415,18552.jpg,249.14993,175.92535,821.4463,927.0423
9416,18553.jpg,161.71994,146.31699,759.62476,949.88904
9417,18554.jpg,315.7216,106.85443,854.8218,970.89606
9418,18555.jpg,244.1135,68.87991,826.0709,1003.4343
9419,18556.jpg,275.09802,179.819,722.61584,976.765
9420,18557.jpg,227.95209,164.66711,836.87103,977.0619
9421,18558.jpg,232.30518,235.10501,781.7899,942.33093
9422,18559.jpg,323.0713,152.34787,851.01404,961.36633
9423,1856.jpg,200.12756,225.8984,886.0265,941.4623
9424,18560.jpg,278.6843,114.473816,829.449,922.6855
9425,18561.jpg,151.31128,76.780365,774.9119,990.1013
9426,18562.jpg,259.27417,-8.440491,858.00195,1027.4729
9427,18564.jpg,222.94087,129.30508,693.45294,941.83875
9428,18565.jpg,248.12524,175.31851,857.89246,990.72815
9429,18566.jpg,259.34412,134.24365,804.9292,977.4038
9430,18567.jpg,184.56464,91.23825,845.61774,966.31323
9431,18568.jpg,255.92078,131.49759,793.9104,962.7473
9432,18569.jpg,245.07373,139.33975,815.55994,960.96375
9433,1857.jpg,234.71323,106.82437,878.46216,934.63574
9434,18570.jpg,321.09467,189.15564,910.31573,979.0543
9435,18571.jpg,245.82431,138.49072,900.7279,1015.2827
9436,18572.jpg,252.36707,169.22638,859.443,911.8038
9437,18573.jpg,227.496,190.18524,779.3496,944.42316
9438,18574.jpg,270.76965,147.30405,805.385,959.0696
9439,18575.jpg,244.08743,123.964325,835.7267,951.20544
9440,18576.jpg,284.74924,184.28818,857.5331,983.46387
9441,18577.jpg,224.38284,144.21106,797.2097,986.9104
9442,18578.jpg,289.4701,149.53299,926.95605,942.0222
9443,18579.jpg,233.43182,180.0481,790.5855,956.52234
9444,1858.jpg,115.08658,36.022675,794.8937,952.8397
9445,18580.jpg,279.5241,199.23831,767.6784,976.25195
9446,18581.jpg,272.2739,140.84546,764.56213,960.32654
9447,18582.jpg,214.02838,184.87201,753.76294,955.93634
9448,18583.jpg,238.54636,126.04062,805.15344,938.697
9449,18584.jpg,177.45822,231.47235,653.8622,965.1965
9450,18585.jpg,246.21695,223.22098,808.58167,900.3646
9451,18586.jpg,189.39499,196.77652,756.8866,959.31287
9452,18587.jpg,189.27481,116.34671,833.94763,989.19214
9453,18588.jpg,214.43356,141.4013,786.06555,966.6119
9454,18589.jpg,157.82956,99.09265,755.95056,907.83636
9455,1859.jpg,289.97272,166.17203,848.8028,1031.7651
9456,18590.jpg,193.40448,55.858307,833.5683,989.3644
9457,18591.jpg,216.93921,146.48029,756.83044,965.7104
9458,18592.jpg,206.4411,159.9779,790.66797,956.6909
9459,18593.jpg,234.07697,196.03201,869.592,988.547
9460,18594.jpg,245.64716,96.82477,915.65216,1017.0568
9461,18595.jpg,201.13934,137.11688,786.67914,947.48346
9462,18596.jpg,257.63257,73.967896,740.3197,1004.5856
9463,18597.jpg,331.08527,202.61752,812.6711,957.39246
9464,18598.jpg,177.01178,163.14438,753.03156,972.6843
9465,18599.jpg,237.97998,122.87213,861.61,979.2111
9466,186.jpg,117.73172,95.00046,773.0846,910.4956
9467,1860.jpg,238.27441,109.4707,814.8856,978.0582
9468,18600.jpg,213.6578,108.74121,824.3407,978.8126
9469,18601.jpg,294.04724,185.22922,989.9363,974.026
9470,18602.jpg,250.88669,96.350494,851.3872,993.8292
9471,18603.jpg,212.99197,90.97604,831.0665,947.38635
9472,18604.jpg,160.47876,121.68118,661.6936,938.0762
9473,18605.jpg,256.77737,134.10666,827.787,971.1084
9474,18606.jpg,212.64166,93.00726,813.64154,925.4822
9475,18607.jpg,264.3576,152.63031,883.68,987.7784
9476,18608.jpg,170.2702,156.13611,760.1102,931.26587
9477,18609.jpg,260.46298,93.73624,762.48755,961.3391
9478,1861.jpg,239.01334,94.04813,836.72327,938.7521
9479,18610.jpg,263.63788,243.4761,762.29205,907.4529
9480,18611.jpg,216.26883,228.47144,730.16455,975.9984
9481,18612.jpg,220.41757,194.88373,768.2467,977.2393
9482,18613.jpg,238.01526,81.72235,786.33386,981.1232
9483,18614.jpg,326.02213,114.98538,871.818,938.8623
9484,18615.jpg,149.98654,233.97372,760.3522,987.6963
9485,18616.jpg,257.78506,144.7286,806.32263,979.7644
9486,18617.jpg,217.89648,121.72012,812.31824,1010.35
9487,18618.jpg,228.12299,173.22021,762.4217,943.04565
9488,18619.jpg,378.00653,154.1445,862.97955,931.6183
9489,1862.jpg,242.06796,167.52905,782.4337,960.5917
9490,18620.jpg,203.18533,157.77338,817.9977,1004.9693
9491,18621.jpg,221.50882,124.513,877.6427,1017.0107
9492,18622.jpg,212.55801,113.30081,799.1864,1009.94336
9493,18623.jpg,263.9694,231.42432,771.0243,956.3174
9494,18624.jpg,140.53836,105.39987,784.69116,965.60535
9495,18625.jpg,235.76773,154.40024,789.8291,994.78687
9496,18626.jpg,163.63358,107.31149,776.31213,984.29126
9497,18627.jpg,221.01794,156.4403,762.8731,939.2008
9498,18628.jpg,204.62085,117.885956,852.251,1015.46204
9499,18629.jpg,267.85474,147.40866,735.5406,915.1752
9500,1863.jpg,170.77103,175.0185,725.78845,960.6712
9501,18630.jpg,228.16809,232.1307,765.1787,955.235
9502,18631.jpg,260.32062,109.364746,826.98444,1012.4873
9503,18632.jpg,215.68814,101.75577,784.38025,993.49646
9504,18633.jpg,264.0655,120.8486,767.403,947.6007
9505,18634.jpg,307.36945,210.51895,799.44257,975.32544
9506,18636.jpg,249.27524,118.288025,839.2401,949.78815
9507,18637.jpg,287.6729,182.8359,905.7325,939.00684
9508,18638.jpg,177.4913,95.87625,934.86487,989.1643
9509,18639.jpg,354.8985,172.30139,846.9394,957.4083
9510,1864.jpg,268.10208,112.84412,781.72473,994.79395
9511,18640.jpg,261.92892,182.89474,856.4343,919.0106
9512,18641.jpg,253.25287,164.58307,766.345,974.11774
9513,18642.jpg,228.15253,81.41626,816.7122,1014.18884
9514,18643.jpg,404.03223,254.70935,799.3418,878.2612
9515,18644.jpg,98.35184,143.70325,731.5886,970.8375
9516,18645.jpg,104.67056,279.65976,727.6305,948.48755
9517,18646.jpg,337.63882,153.13547,906.2589,916.85583
9518,18647.jpg,256.78247,131.00415,843.5946,961.7556
9519,18648.jpg,258.92734,162.94907,792.1255,976.2971
9520,18649.jpg,256.6919,189.73819,780.9713,912.87537
9521,1865.jpg,124.26184,48.534058,823.63385,974.579
9522,18650.jpg,213.33243,302.94748,784.32263,887.22375
9523,18651.jpg,221.10635,176.5231,817.376,921.8071
9524,18652.jpg,250.67313,183.556,767.70776,988.64307
9525,18653.jpg,230.49161,216.5527,792.8513,920.4911
9526,18654.jpg,239.77283,126.46304,785.9054,957.6958
9527,18655.jpg,263.59924,67.92523,748.8724,1001.04047
9528,18656.jpg,277.52594,94.14035,910.5379,961.291
9529,18657.jpg,235.7987,93.095856,806.96814,944.4149
9530,18658.jpg,243.3216,268.08972,754.1274,944.62756
9531,18659.jpg,219.75635,141.27225,785.99115,1004.77405
9532,1866.jpg,240.07407,113.79471,840.1277,945.95166
9533,18660.jpg,230.1695,187.33295,782.3264,977.4776
9534,18661.jpg,219.75232,106.86749,801.85315,1021.9389
9535,18662.jpg,280.40573,143.95633,915.17993,978.1251
9536,18663.jpg,217.92422,-0.3554077,847.59607,1028.3855
9537,18664.jpg,237.06354,210.62955,737.5931,911.6112
9538,18665.jpg,288.0559,172.55081,825.3318,972.7512
9539,18666.jpg,266.923,105.12302,895.10864,974.69543
9540,18667.jpg,237.2742,117.32001,772.8728,1012.81464
9541,18668.jpg,290.22882,116.52579,714.2074,945.6748
9542,18669.jpg,251.91937,173.00381,814.49396,967.7106
9543,1867.jpg,308.13672,126.451324,889.7007,964.41956
9544,18670.jpg,200.61249,199.064,723.39874,963.3938
9545,18671.jpg,242.25931,332.38486,838.3207,939.8323
9546,18672.jpg,316.49298,281.6986,727.29816,937.03186
9547,18673.jpg,200.49524,112.04077,770.7327,967.1218
9548,18674.jpg,245.82303,148.43149,779.2506,977.4181
9549,18675.jpg,228.22342,153.1073,760.6334,946.47986
9550,18676.jpg,244.26877,124.499756,801.4879,957.35144
9551,18677.jpg,224.53186,100.77496,794.64685,1051.1646
9552,18678.jpg,265.70416,127.09845,798.75604,1004.89594
9553,18679.jpg,287.43,160.57669,747.9731,973.7261
9554,1868.jpg,250.9471,248.17752,745.64764,948.6272
9555,18680.jpg,73.49344,111.144684,681.07874,997.7074
9556,18681.jpg,247.48239,164.03317,800.3081,961.57495
9557,18682.jpg,212.20633,186.69394,768.74036,1004.9313
9558,18683.jpg,209.06512,138.78122,810.43964,991.34644
9559,18684.jpg,243.73392,175.72647,788.8391,930.5167
9560,18685.jpg,248.37518,159.2663,836.6114,973.7601
9561,18686.jpg,200.30936,95.01242,796.9918,1007.03076
9562,18687.jpg,139.09024,228.71771,722.8501,965.4371
9563,18688.jpg,247.74258,88.276825,799.90686,983.39685
9564,18689.jpg,227.7739,123.01941,784.66907,965.65625
9565,1869.jpg,218.28015,127.63214,958.60254,949.3035
9566,18690.jpg,240.10913,155.51794,855.265,983.5702
9567,18691.jpg,264.3129,27.604095,895.28503,933.69446
9568,18692.jpg,214.8185,227.25189,703.416,945.1772
9569,18693.jpg,234.57623,182.70816,759.2201,943.18225
9570,18694.jpg,255.04764,181.607,782.5764,1034.6799
9571,18695.jpg,255.68987,215.42688,761.32166,935.35876
9572,18696.jpg,233.17123,123.77988,754.3351,942.24084
9573,18697.jpg,241.79651,56.38376,827.0509,987.27124
9574,18698.jpg,238.4331,144.73007,832.01855,975.62866
9575,18699.jpg,255.80481,204.72824,865.12,965.8777
9576,187.jpg,229.50522,77.76645,782.1532,961.60156
9577,1870.jpg,293.48895,184.84396,793.82697,982.28723
9578,18700.jpg,248.77832,199.99237,858.2184,935.74677
9579,18701.jpg,237.05792,214.31595,707.6554,932.3579
9580,18702.jpg,202.8053,143.43478,790.4675,1000.2793
9581,18703.jpg,187.87024,58.243378,841.34314,1018.5161
9582,18704.jpg,305.8944,158.80875,849.56494,981.6113
9583,18705.jpg,215.02121,211.17993,746.28894,1010.98694
9584,18706.jpg,299.46466,176.70209,725.71576,1014.7813
9585,18707.jpg,241.23605,146.34943,784.2739,927.10004
9586,18708.jpg,217.40302,121.40875,877.9207,1012.91376
9587,18709.jpg,237.0144,44.01056,854.1222,1024.4382
9588,1871.jpg,241.85,156.87903,780.01953,963.5475
9589,18710.jpg,256.83594,168.39194,716.3915,985.474
9590,18711.jpg,231.74933,83.83951,839.19855,936.45447
9591,18712.jpg,289.07605,156.67404,797.13367,951.1632
9592,18713.jpg,234.32562,227.7576,768.4887,954.8269
9593,18714.jpg,193.10776,93.11484,856.67786,1002.1763
9594,18715.jpg,210.5437,140.86414,754.0176,976.83203
9595,18716.jpg,260.14105,84.17343,883.1701,946.6616
9596,18717.jpg,244.97186,166.12509,773.1001,959.70935
9597,18718.jpg,217.12334,196.47672,722.6607,960.14246
9598,18719.jpg,203.28339,148.54337,797.2639,938.3041
9599,1872.jpg,241.9101,198.22852,804.6025,935.0663
9600,18720.jpg,251.0462,231.47906,798.36957,893.3547
9601,18721.jpg,235.17554,125.01059,765.8681,984.4347
9602,18722.jpg,276.99207,200.53726,789.3281,880.16907
9603,18723.jpg,315.96753,62.97812,899.1428,983.1321
9604,18724.jpg,249.4097,196.93265,807.96643,983.1708
9605,18725.jpg,218.33334,184.13635,786.8263,968.42285
9606,18726.jpg,253.55804,219.43433,767.9278,959.0409
9607,18727.jpg,268.84933,119.729645,811.15344,971.8275
9608,18728.jpg,193.39319,146.29593,830.672,971.2958
9609,18729.jpg,247.52002,99.66098,847.5985,990.8777
9610,1873.jpg,326.37082,214.37833,908.1199,923.3783
9611,18730.jpg,260.16068,217.32773,868.2886,963.5488
9612,18731.jpg,331.3307,159.5351,925.9603,976.8437
9613,18732.jpg,215.44128,21.532684,779.5192,972.105
9614,18733.jpg,280.85056,148.78659,834.26,969.7766
9615,18734.jpg,255.1755,161.12067,818.08105,929.11847
9616,18735.jpg,266.35477,162.00134,807.3812,960.3126
9617,18736.jpg,196.8429,173.52625,751.5655,955.92957
9618,18737.jpg,156.4816,121.317444,803.57764,1008.3444
9619,18738.jpg,242.41583,143.36237,798.6916,998.1174
9620,18739.jpg,232.83765,70.61301,780.74207,1037.2505
9621,1874.jpg,272.53088,154.69724,835.9834,987.61
9622,18740.jpg,259.00317,183.7308,750.80426,915.9187
9623,18741.jpg,172.19742,62.870758,850.1676,995.20715
9624,18742.jpg,191.9357,216.10895,719.3052,963.1651
9625,18743.jpg,280.4924,154.99075,824.19653,985.13086
9626,18744.jpg,192.73291,162.77878,775.80664,965.81714
9627,18745.jpg,227.573,130.12567,747.4812,945.6673
9628,18746.jpg,277.25793,106.720856,763.93555,953.00146
9629,18747.jpg,252.81502,152.20264,744.6483,940.4022
9630,18748.jpg,268.59628,211.49414,802.6205,923.3258
9631,18749.jpg,248.27206,175.19543,962.20593,998.2184
9632,1875.jpg,236.91293,116.480194,775.0526,979.28577
9633,18750.jpg,259.4036,105.785,797.32935,970.6056
9634,18751.jpg,263.31488,138.62778,768.2751,945.4458
9635,18752.jpg,198.79709,180.67874,731.64185,973.49927
9636,18753.jpg,220.85608,155.26752,800.68524,979.273
9637,18754.jpg,207.03232,133.81897,793.7446,984.9083
9638,18755.jpg,259.05215,217.50784,770.80164,946.2241
9639,18756.jpg,200.68178,195.85513,701.73004,910.7865
9640,18757.jpg,289.43686,260.1067,769.588,909.56226
9641,18758.jpg,128.91238,169.05508,748.41675,966.7489
9642,18759.jpg,256.04196,208.15396,785.40564,976.8124
9643,1876.jpg,282.67432,204.11862,889.588,943.1177
9644,18760.jpg,261.08716,226.76712,762.05554,969.4608
9645,18761.jpg,213.4834,92.23721,823.2656,951.09656
9646,18762.jpg,244.1644,134.6513,814.4872,938.89044
9647,18763.jpg,259.5911,191.91806,834.13965,981.0029
9648,18764.jpg,277.11603,203.05936,795.2885,994.87427
9649,18765.jpg,207.1694,76.44577,753.18335,983.1483
9650,18766.jpg,282.9817,190.64783,792.00525,968.21814
9651,18767.jpg,248.30716,227.1589,922.7134,931.9553
9652,18768.jpg,233.54602,157.86572,822.6449,983.9375
9653,18769.jpg,265.3053,138.6532,775.4132,933.1321
9654,1877.jpg,98.20944,142.93854,754.589,939.5966
9655,18770.jpg,206.50507,68.231995,781.1212,1004.8433
9656,18771.jpg,219.2612,140.2478,928.5648,957.7521
9657,18772.jpg,252.50897,163.28662,801.80853,940.3229
9658,18773.jpg,209.25238,138.83282,826.5245,987.3553
9659,18774.jpg,167.83289,125.99753,835.1327,1002.3087
